,host id,host name,borough,lat,long,price,service fee,number of reviews,geometry
1750,34849886705,Claudia,Bronx,40.88757,-73.90522,289.0,58.0,25.0,POINT (-73.90522 40.88757)
1966,65735784853,Douglas,Bronx,40.84058,-73.91382,364.0,73.0,291.0,POINT (-73.91382 40.84058)
2106,43738115490,Noelva,Bronx,40.85235,-73.78873,126.0,25.0,67.0,POINT (-73.78873 40.85235)
2199,36857312027,Julio,Bronx,40.81906,-73.92806,1088.0,218.0,11.0,POINT (-73.92806 40.81906)
2412,8368663769,Daniel,Bronx,40.80904,-73.93037,321.0,64.0,64.0,POINT (-73.93037 40.80904)
2499,83783901932,Roque,Bronx,40.81291,-73.90772,784.0,157.0,147.0,POINT (-73.90772 40.81291)
2588,52128068347,Bojana,Bronx,40.88166,-73.91103,534.0,107.0,0.0,POINT (-73.91103 40.88166)
2753,56119586473,Martine,Bronx,40.80011,-73.9133,788.0,158.0,19.0,POINT (-73.91330000000001 40.80011)
2931,88602631269,Theodore,Bronx,40.88296,-73.86264,526.0,105.0,19.0,POINT (-73.86264 40.88296)
2984,89413953432,Ronald,Bronx,40.82138,-73.87603,681.0,136.0,53.0,POINT (-73.87603 40.82138)
3000,14857134135,Alex Nova York,Bronx,40.84367,-73.91718,1124.0,225.0,11.0,POINT (-73.91718 40.84367)
3051,54535258271,Vie,Bronx,40.86317,-73.82494,228.0,46.0,32.0,POINT (-73.82494 40.86317)
3240,132238305,Karmesha,Bronx,40.83645,-73.86634,1096.0,219.0,1.0,POINT (-73.86633999999999 40.83645)
3246,12740467668,Alex,Bronx,40.85258,-73.78762,150.0,30.0,84.0,POINT (-73.78762 40.85258)
3281,76498516329,David,Bronx,40.80844,-73.92889,1199.0,240.0,16.0,POINT (-73.92889 40.80844)
3350,93725521782,Dianne,Bronx,40.90804,-73.90005,303.0,61.0,143.0,POINT (-73.90004999999999 40.90804)
3440,30697049406,Lexy,Bronx,40.85667,-73.86543,808.0,162.0,1.0,POINT (-73.86543 40.85667)
3477,81064911808,Jenny,Bronx,40.82347,-73.89495,464.0,93.0,26.0,POINT (-73.89494999999999 40.82347)
3694,47593512734,Emery,Bronx,40.86467,-73.90125,784.0,157.0,11.0,POINT (-73.90125 40.86467)
3810,89781373445,Donna,Bronx,40.88579,-73.91599,122.0,24.0,2.0,POINT (-73.91598999999999 40.88579)
3890,28316166883,Août,Bronx,40.88437,-73.89746,778.0,156.0,6.0,POINT (-73.89746 40.88437)
3924,52406055860,Migdalia,Bronx,40.82528,-73.86004,729.0,146.0,32.0,POINT (-73.86004 40.82528)
4036,67532314177,Nicolas,Bronx,40.87605,-73.88047,157.0,31.0,40.0,POINT (-73.88047 40.87605)
4086,27715639321,Tmc,Bronx,40.83012,-73.92714,1157.0,231.0,12.0,POINT (-73.92713999999999 40.83012)
4095,15960167028,Angel,Bronx,40.86646,-73.82154,278.0,56.0,2.0,POINT (-73.82154 40.86646)
4141,89463186341,Denise,Bronx,40.84192,-73.91108,933.0,187.0,46.0,POINT (-73.91108 40.84192)
4183,85194288779,Martine,Bronx,40.80091,-73.91449,591.0,118.0,18.0,POINT (-73.91449 40.80091)
4227,37594920924,Ada Azra,Bronx,40.86705,-73.88545,820.0,164.0,10.0,POINT (-73.88545000000001 40.86705)
4266,29661412074,Caroline,Bronx,40.80554,-73.92606,348.0,70.0,89.0,POINT (-73.92606000000001 40.80554)
4288,88388966833,"Rossy,  Carmen And Juan",Bronx,40.85711,-73.91594,541.0,108.0,135.0,POINT (-73.91594000000001 40.85711)
4443,36027309558,Genae,Bronx,40.83288,-73.91834,82.0,16.0,21.0,POINT (-73.91834 40.83288)
4569,77498711867,Carol,Bronx,40.88075,-73.84845,235.0,47.0,58.0,POINT (-73.84845 40.88075)
4573,70074728363,Yan,Bronx,40.89603,-73.89958,206.0,41.0,35.0,POINT (-73.89958 40.89603)
4710,21996137889,Desmar,Bronx,40.81444,-73.92516,787.0,157.0,85.0,POINT (-73.92516000000001 40.81444)
4796,69909446495,Pat,Bronx,40.86677,-73.85938,614.0,123.0,114.0,POINT (-73.85938 40.86677)
4827,80352132048,Pat,Bronx,40.86689,-73.85776,1185.0,237.0,75.0,POINT (-73.85776 40.86689)
4829,81509142702,Anne,Bronx,40.81055,-73.92482,138.0,28.0,231.0,POINT (-73.92482 40.81055)
4898,16326027615,Richard,Bronx,40.81049,-73.9043,1128.0,226.0,11.0,POINT (-73.90430000000001 40.81049)
5052,53723891107,Julio,Bronx,40.81954,-73.92715,238.0,48.0,3.0,POINT (-73.92715 40.81954)
5055,94214396849,Aldo,Bronx,40.82603,-73.92312,875.0,175.0,11.0,POINT (-73.92312 40.82603)
5088,78573634300,Sharon,Bronx,40.88855,-73.85127,1108.0,222.0,12.0,POINT (-73.85127 40.88855)
5218,73129101370,Melody,Bronx,40.84611,-73.91036,1033.0,207.0,59.0,POINT (-73.91036 40.84611)
5242,17733653624,Anne,Bronx,40.8105,-73.92507,803.0,161.0,276.0,POINT (-73.92507000000001 40.8105)
5261,24318699298,Chandra,Bronx,40.80772,-73.91791,598.0,120.0,321.0,POINT (-73.91791000000001 40.80772)
5320,20888704163,Karen,Bronx,40.89022,-73.9039,246.0,49.0,3.0,POINT (-73.90389999999999 40.89022)
5382,52726434051,Deborah,Bronx,40.81321,-73.90259,1028.0,206.0,2.0,POINT (-73.90259 40.81321)
5442,25516185235,Mysia,Bronx,40.80866,-73.92069,1188.0,238.0,14.0,POINT (-73.92068999999999 40.80866)
5467,73142108032,Carol Gloria,Bronx,40.81192,-73.85334,1004.0,201.0,19.0,POINT (-73.85334 40.81192)
5468,71657915922,Carol Gloria,Bronx,40.81225,-73.85349,61.0,12.0,0.0,POINT (-73.85348999999999 40.81225)
5542,56064687288,Mike,Bronx,40.87786,-73.87641,783.0,157.0,108.0,POINT (-73.87641000000001 40.87786)
5544,28103626190,"Rossy,  Carmen And Juan",Bronx,40.85696,-73.91439,236.0,47.0,122.0,POINT (-73.91439 40.85696)
5554,88771487114,Michael,Bronx,40.83331,-73.91742,972.0,194.0,1.0,POINT (-73.91742000000001 40.83331)
5613,80830830300,Vie,Bronx,40.8806,-73.83433,355.0,71.0,37.0,POINT (-73.83432999999999 40.8806)
5626,43667423344,Vie,Bronx,40.88009,-73.83442,436.0,87.0,41.0,POINT (-73.83441999999999 40.88009)
5650,28810121879,HayNoor,Bronx,40.87184,-73.88622,691.0,138.0,109.0,POINT (-73.88621999999999 40.87184)
5781,93364417606,Daniel,Bronx,40.88399,-73.89502,382.0,76.0,0.0,POINT (-73.89502 40.88399)
5869,57506562378,Carol Gloria,Bronx,40.81231,-73.85535,608.0,122.0,7.0,POINT (-73.85535 40.81231)
5899,19635682486,Victor,Bronx,40.86809,-73.90201,791.0,158.0,63.0,POINT (-73.90201 40.86809)
6024,84610134912,Pat,Bronx,40.86682,-73.85812,432.0,86.0,42.0,POINT (-73.85812 40.86682)
6081,47744056789,Gary,Bronx,40.82636,-73.92655,354.0,71.0,18.0,POINT (-73.92655000000001 40.82636)
6093,86713489722,Veralisa,Bronx,40.87829,-73.89337,95.0,19.0,20.0,POINT (-73.89337 40.87829)
6098,23997084448,Pat,Bronx,40.86814,-73.85874,446.0,89.0,97.0,POINT (-73.85874 40.86814)
6109,33817426906,Monica,Bronx,40.8423,-73.87055,1168.0,234.0,6.0,POINT (-73.87054999999999 40.8423)
6159,65197070149,Carol,Bronx,40.87896,-73.84978,385.0,77.0,27.0,POINT (-73.84978 40.87896)
6351,77676201526,Natasha,Bronx,40.83719,-73.92015,729.0,146.0,9.0,POINT (-73.92015000000001 40.83719)
6415,49298183796,Nychele,Bronx,40.82393,-73.92414,84.0,17.0,1.0,POINT (-73.92413999999999 40.82393)
6419,34164061802,Waundell,Bronx,40.83212,-73.93054,444.0,89.0,56.0,POINT (-73.93053999999999 40.83212)
6534,24982351738,Carol Gloria,Bronx,40.81214,-73.85371,973.0,195.0,15.0,POINT (-73.85371000000001 40.81214)
6662,75702389638,Carol,Bronx,40.88016,-73.84923,1154.0,231.0,15.0,POINT (-73.84923000000001 40.88016)
6861,3541128874,Jacqueline,Bronx,40.85062,-73.90251,1046.0,209.0,5.0,POINT (-73.90251000000001 40.85062)
6928,58906940688,Vie,Bronx,40.87829,-73.83471,523.0,105.0,11.0,POINT (-73.83471 40.87829)
6929,40144453592,Vie,Bronx,40.88017,-73.83484,408.0,82.0,15.0,POINT (-73.83484 40.88017)
6933,60946619479,Cindy,Bronx,40.85465,-73.85669,83.0,17.0,2.0,POINT (-73.85669 40.85465)
7019,96225323442,Buddy,Bronx,40.87054,-73.84681,172.0,34.0,45.0,POINT (-73.84681 40.87054)
7227,55287364615,Shawn(Ta),Bronx,40.83875,-73.88728,1170.0,234.0,15.0,POINT (-73.88728 40.83875)
7287,29567033581,"Rossy,  Carmen And Juan",Bronx,40.85535,-73.91388,844.0,169.0,106.0,POINT (-73.91388000000001 40.85535)
7381,5879570335,Farah,Bronx,40.83161,-73.91958,421.0,84.0,6.0,POINT (-73.91958 40.83161)
7403,83389767726,Shawn(Ta),Bronx,40.83887,-73.88805,913.0,183.0,25.0,POINT (-73.88805000000001 40.83887)
7637,45043781520,Shawn(Ta),Bronx,40.84061,-73.88858,232.0,46.0,11.0,POINT (-73.88858 40.84061)
7682,60665303277,Carol,Bronx,40.8789,-73.84855,644.0,129.0,27.0,POINT (-73.84855 40.8789)
7705,22306871672,Qasim,Bronx,40.82209,-73.90086,453.0,91.0,2.0,POINT (-73.90085999999999 40.82209)
7750,62339419889,Ayesha,Bronx,40.87765,-73.86318,1123.0,225.0,85.0,POINT (-73.86318 40.87765)
7769,94073591410,Rawn,Bronx,40.81935,-73.90772,806.0,161.0,15.0,POINT (-73.90772 40.81935)
7915,46947489836,Eric,Bronx,40.8115,-73.85607,591.0,118.0,95.0,POINT (-73.85607 40.8115)
8021,53953585616,Grover,Bronx,40.82122,-73.92773,817.0,163.0,132.0,POINT (-73.92773 40.82122)
8092,6413950994,Junior,Bronx,40.84819,-73.90648,281.0,56.0,41.0,POINT (-73.90648 40.84819)
8103,72475538496,Sandra,Bronx,40.82883,-73.88854,781.0,156.0,48.0,POINT (-73.88854000000001 40.82883)
8112,49208677868,Junior,Bronx,40.84626,-73.90473,1146.0,229.0,80.0,POINT (-73.90473 40.84626)
8317,68952672358,Justin,Bronx,40.82809,-73.9159,1069.0,214.0,107.0,POINT (-73.91589999999999 40.82809)
8349,10599551519,Vie,Bronx,40.88241,-73.83422,498.0,100.0,6.0,POINT (-73.83422 40.88241)
8522,5939203796,Jonathan,Bronx,40.82639,-73.90363,1002.0,200.0,0.0,POINT (-73.90363000000001 40.82639)
8724,6140781562,Sandrine,Bronx,40.8198,-73.90341,755.0,151.0,0.0,POINT (-73.90340999999999 40.8198)
8734,86767483979,Maria,Bronx,40.87225,-73.88748,772.0,154.0,40.0,POINT (-73.88748 40.87225)
8764,25315196081,Rony,Bronx,40.88238,-73.90689,740.0,148.0,8.0,POINT (-73.90689 40.88238)
9045,35646852014,Libertad,Bronx,40.80993,-73.92613,273.0,55.0,57.0,POINT (-73.92613 40.80993)
9082,66595660658,Jose And Ysaira,Bronx,40.85073,-73.9128,396.0,79.0,20.0,POINT (-73.9128 40.85073)
9272,6456636341,Joann,Bronx,40.87183,-73.90371,548.0,110.0,0.0,POINT (-73.90371 40.87183)
9564,49686728325,Gregory,Bronx,40.82873,-73.89553,939.0,188.0,142.0,POINT (-73.89552999999999 40.82873)
9764,36784214572,Ikkyukim,Bronx,40.81335,-73.8873,171.0,34.0,15.0,POINT (-73.8873 40.81335)
9766,15364943527,Ikkyukim,Bronx,40.81395,-73.88675,960.0,192.0,21.0,POINT (-73.88675000000001 40.81395)
9831,12243600700,John,Bronx,40.82381,-73.92725,130.0,26.0,1.0,POINT (-73.92725 40.82381)
9994,2647562236,Jimmy,Bronx,40.82417,-73.90156,672.0,134.0,182.0,POINT (-73.90156 40.82417)
10003,90313238773,Ikkyukim,Bronx,40.81229,-73.88887,482.0,96.0,19.0,POINT (-73.88887 40.81229)
10088,86304002394,Ikkyukim,Bronx,40.81387,-73.88797,761.0,152.0,13.0,POINT (-73.88797 40.81387)
10133,25855370110,Ray,Bronx,40.84423,-73.83602,984.0,197.0,113.0,POINT (-73.83602 40.84423)
10168,23968859681,Vie,Bronx,40.88001,-73.8345,601.0,120.0,5.0,POINT (-73.83450000000001 40.88001)
10169,95756435608,Vie,Bronx,40.88211,-73.83625,760.0,152.0,1.0,POINT (-73.83625000000001 40.88211)
10284,10192339476,Eileen,Bronx,40.80247,-73.91435,551.0,110.0,152.0,POINT (-73.91435 40.80247)
10379,45849353748,Linda & Didier,Bronx,40.85205,-73.78868,689.0,138.0,73.0,POINT (-73.78868 40.85205)
10711,10173677643,Frank And Anna,Bronx,40.81476,-73.80001,607.0,121.0,44.0,POINT (-73.80001 40.81476)
10735,50689849643,Stephanie,Bronx,40.84328,-73.88173,302.0,60.0,3.0,POINT (-73.88173 40.84328)
10758,19012778821,Fabiola,Bronx,40.88301,-73.85452,308.0,62.0,17.0,POINT (-73.85451999999999 40.88301)
10782,39507779637,Yahaira,Bronx,40.86789,-73.85999,1036.0,207.0,40.0,POINT (-73.85999 40.86789)
10812,29131818669,Nicholas,Bronx,40.85362,-73.82949,956.0,191.0,0.0,POINT (-73.82949000000001 40.85362)
10849,58117904521,Long,Bronx,40.88837,-73.90939,1023.0,205.0,202.0,POINT (-73.90939 40.88837)
10872,82226316108,Brais,Bronx,40.83746,-73.92268,323.0,65.0,51.0,POINT (-73.92268 40.83746)
10892,27370436199,Alicia,Bronx,40.82939,-73.86514,917.0,183.0,98.0,POINT (-73.86514 40.82939)
11024,29747547258,Taft,Bronx,40.81773,-73.86164,669.0,134.0,58.0,POINT (-73.86163999999999 40.81773)
11201,36944170229,Rodney,Bronx,40.82424,-73.91316,73.0,15.0,0.0,POINT (-73.91316 40.82424)
11288,68997527676,Corey,Bronx,40.86711,-73.89525,759.0,152.0,0.0,POINT (-73.89525 40.86711)
11304,5246873567,Alba & Genesis,Bronx,40.85311,-73.90861,316.0,63.0,103.0,POINT (-73.90861 40.85311)
11456,65086978902,Paisha,Bronx,40.82226,-73.88906,362.0,72.0,8.0,POINT (-73.88906 40.82226)
11458,10334943543,Enrique,Bronx,40.87709,-73.88228,835.0,167.0,50.0,POINT (-73.88227999999999 40.87709)
11551,17024000347,Lauren,Bronx,40.82705,-73.91337,391.0,78.0,6.0,POINT (-73.91337 40.82705)
11764,10380534239,Diane,Bronx,40.84487,-73.78954,56.0,11.0,112.0,POINT (-73.78954 40.84487)
11895,90628021977,Julia,Bronx,40.86617,-73.848,725.0,145.0,138.0,POINT (-73.848 40.86617)
11951,97000185352,Diana,Bronx,40.81897,-73.92735,316.0,63.0,0.0,POINT (-73.92735 40.81897)
11984,11062992188,Marisol,Bronx,40.87842,-73.9029,82.0,16.0,59.0,POINT (-73.9029 40.87842)
12043,47777602343,Katherine,Bronx,40.83735,-73.85997,223.0,45.0,30.0,POINT (-73.85997 40.83735)
12092,88698332609,Maria,Bronx,40.8113,-73.92465,846.0,169.0,2.0,POINT (-73.92465 40.8113)
12123,3385258461,Marisol,Bronx,40.879,-73.90062,254.0,51.0,8.0,POINT (-73.90062 40.879)
12193,64489510807,Matiss,Bronx,40.85487,-73.88711,960.0,192.0,0.0,POINT (-73.88711000000001 40.85487)
12317,94656043346,Gloria,Bronx,40.85753,-73.86605,144.0,29.0,9.0,POINT (-73.86605 40.85753)
12475,73554770000,Fabiola,Bronx,40.88165,-73.85625,1021.0,204.0,17.0,POINT (-73.85625 40.88165)
12651,23713773449,Kristy,Bronx,40.88422,-73.90886,937.0,187.0,0.0,POINT (-73.90886 40.88422)
12827,74656743715,Eric,Bronx,40.82023,-73.92844,1130.0,226.0,132.0,POINT (-73.92843999999999 40.82023)
12967,40802092044,Bj,Bronx,40.81192,-73.90949,89.0,18.0,36.0,POINT (-73.90949000000001 40.81192)
13306,97385514670,Jan,Bronx,40.85292,-73.91683,705.0,141.0,36.0,POINT (-73.91683 40.85292)
13732,82727665545,Ehssan,Bronx,40.85598,-73.90052,836.0,167.0,2.0,POINT (-73.90052 40.85598)
13737,73353854728,Reed,Bronx,40.84721,-73.83222,858.0,172.0,10.0,POINT (-73.83222000000001 40.84721)
13854,34444864284,Travis,Bronx,40.83953,-73.85717,415.0,83.0,121.0,POINT (-73.85717 40.83953)
13855,72952762608,Jemier,Bronx,40.88808,-73.86017,487.0,97.0,10.0,POINT (-73.86017 40.88808)
14043,17295876184,Vian,Bronx,40.88777,-73.9059,660.0,132.0,1.0,POINT (-73.9059 40.88777)
14098,87452157830,Barry,Bronx,40.86553,-73.83993,1132.0,226.0,67.0,POINT (-73.83993 40.86553)
14164,17796137367,Jabari,Bronx,40.8506,-73.90231,407.0,81.0,62.0,POINT (-73.90231 40.8506)
14197,72640584542,Rose,Bronx,40.88214,-73.90847,81.0,16.0,1.0,POINT (-73.90846999999999 40.88214)
14236,23144397860,Charles,Bronx,40.87223,-73.84335,111.0,22.0,206.0,POINT (-73.84335 40.87223)
14311,95887532256,Shully'S,Bronx,40.89694,-73.86055,198.0,40.0,199.0,POINT (-73.86055 40.89694)
14323,63942498810,Olu,Bronx,40.87556,-73.8584,417.0,83.0,147.0,POINT (-73.8584 40.87556)
14357,95704343044,Douglas,Bronx,40.82345,-73.9033,1160.0,232.0,185.0,POINT (-73.9033 40.82345)
14397,69622589631,Melanie,Bronx,40.82731,-73.91632,135.0,27.0,54.0,POINT (-73.91632 40.82731)
14431,53987411557,Aljosha,Bronx,40.88599,-73.89868,383.0,77.0,0.0,POINT (-73.89868 40.88599)
14468,33228937589,Donald,Bronx,40.85324,-73.86506,192.0,38.0,83.0,POINT (-73.86506 40.85324)
14580,2799535150,John,Bronx,40.88058,-73.91812,215.0,43.0,7.0,POINT (-73.91812 40.88058)
14716,66850407685,Carmel,Bronx,40.9008,-73.90639,945.0,189.0,2.0,POINT (-73.90639 40.9008)
14723,56468833649,Shanthi,Bronx,40.8787,-73.90098,1047.0,209.0,7.0,POINT (-73.90098 40.8787)
14749,58573369680,Michael,Bronx,40.8183,-73.91938,685.0,137.0,58.0,POINT (-73.91938 40.8183)
14772,2487541535,Josue,Bronx,40.85139,-73.78414,525.0,105.0,227.0,POINT (-73.78413999999999 40.85139)
14788,993784116,Denise,Bronx,40.82442,-73.86193,401.0,80.0,6.0,POINT (-73.86193 40.82442)
14836,42393007536,Adam,Bronx,40.8199,-73.9281,510.0,102.0,0.0,POINT (-73.9281 40.8199)
14859,10822926745,Gayle,Bronx,40.81778,-73.90858,376.0,75.0,63.0,POINT (-73.90858 40.81778)
14935,17696155917,Xavier,Bronx,40.87925,-73.88254,516.0,103.0,2.0,POINT (-73.88254000000001 40.87925)
15005,52574874387,Alba & Genesis,Bronx,40.8522,-73.91014,513.0,103.0,21.0,POINT (-73.91014 40.8522)
15039,13318617638,Anne,Bronx,40.8883,-73.91665,1063.0,213.0,79.0,POINT (-73.91665 40.8883)
15112,30702881926,Mark,Bronx,40.8098,-73.92149,868.0,174.0,0.0,POINT (-73.92149000000001 40.8098)
15176,59406031421,Fran & Jason,Bronx,40.80903,-73.92143,557.0,111.0,142.0,POINT (-73.92143 40.80903)
15191,60448206562,Gayle,Bronx,40.81928,-73.90933,529.0,106.0,47.0,POINT (-73.90933 40.81928)
15193,31009275508,Gayle,Bronx,40.81725,-73.90929,960.0,192.0,31.0,POINT (-73.90929 40.81725)
15194,7210580980,Gayle,Bronx,40.81911,-73.90939,1002.0,200.0,77.0,POINT (-73.90939 40.81911)
15408,1738937464,Danny,Bronx,40.83648,-73.85812,132.0,26.0,120.0,POINT (-73.85812 40.83648)
15410,40076406561,Buddy,Bronx,40.86323,-73.84638,601.0,120.0,81.0,POINT (-73.84638 40.86323)
15461,37125005586,Danny,Bronx,40.83703,-73.85648,682.0,136.0,63.0,POINT (-73.85648 40.83703)
15473,41302825805,Eugenia,Bronx,40.81384,-73.90514,162.0,32.0,4.0,POINT (-73.90514 40.81384)
15546,78844586836,Yahaira,Bronx,40.86947,-73.85993,346.0,69.0,33.0,POINT (-73.85993000000001 40.86947)
15599,88590169493,Lydie,Bronx,40.89118,-73.84987,432.0,86.0,68.0,POINT (-73.84987 40.89118)
15794,69557134588,Sarah,Bronx,40.88871,-73.86175,170.0,34.0,151.0,POINT (-73.86175 40.88871)
15803,15873203412,Alba,Bronx,40.86412,-73.84664,69.0,14.0,92.0,POINT (-73.84663999999999 40.86412)
15810,68310473804,Nathaniel,Bronx,40.82575,-73.92421,66.0,13.0,0.0,POINT (-73.92421 40.82575)
15884,8673065187,Mario,Bronx,40.83211,-73.92052,747.0,149.0,33.0,POINT (-73.92052 40.83211)
15994,22865886328,Lucia,Bronx,40.83049,-73.87354,481.0,96.0,9.0,POINT (-73.87354000000001 40.83049)
16024,8623240886,Ehsan,Bronx,40.85396,-73.89872,596.0,119.0,2.0,POINT (-73.89872 40.85396)
16072,28767721407,Andrea,Bronx,40.86032,-73.88493,1030.0,206.0,0.0,POINT (-73.88493 40.86032)
16299,77018560165,Sasha,Bronx,40.83458,-73.91021,940.0,188.0,11.0,POINT (-73.91021000000001 40.83458)
16327,64139311653,Real Estate To Go,Bronx,40.88493,-73.8618,1059.0,212.0,205.0,POINT (-73.8618 40.88493)
16539,14285075768,Carmen,Bronx,40.84268,-73.89294,442.0,88.0,0.0,POINT (-73.89294 40.84268)
16587,69552880781,Jake,Bronx,40.82909,-73.92249,892.0,178.0,0.0,POINT (-73.92249 40.82909)
16608,53333832701,Hardy,Bronx,40.87938,-73.86349,665.0,133.0,19.0,POINT (-73.86349 40.87938)
16651,14497236611,Yaron,Bronx,40.80884,-73.9302,403.0,81.0,28.0,POINT (-73.9302 40.80884)
16662,1202490939,Yaron,Bronx,40.80872,-73.93051,1163.0,233.0,59.0,POINT (-73.93051 40.80872)
16663,83501622128,Yaron,Bronx,40.80952,-73.93025,303.0,61.0,57.0,POINT (-73.93025 40.80952)
16678,80693623902,Mimie,Bronx,40.84559,-73.89815,263.0,53.0,22.0,POINT (-73.89815 40.84559)
16692,65900262234,Dave And Shaceline,Bronx,40.83166,-73.81747,602.0,120.0,192.0,POINT (-73.81747 40.83166)
16705,21199946102,Vernon,Bronx,40.85927,-73.90142,1132.0,226.0,23.0,POINT (-73.90142 40.85927)
16817,76996209210,Emmett,Bronx,40.83041,-73.91838,366.0,73.0,0.0,POINT (-73.91838 40.83041)
16825,60271814559,Sasha,Bronx,40.8357,-73.91023,703.0,141.0,11.0,POINT (-73.91023 40.8357)
16848,12379911605,Yaron,Bronx,40.80842,-73.93136,338.0,68.0,63.0,POINT (-73.93136 40.80842)
16853,74306808211,Agustina,Bronx,40.81937,-73.90978,614.0,123.0,68.0,POINT (-73.90978 40.81937)
16870,65115938323,Nicole,Bronx,40.81949,-73.92913,1002.0,200.0,103.0,POINT (-73.92913 40.81949)
16939,44124922837,Zakaria,Bronx,40.82716,-73.89911,756.0,151.0,11.0,POINT (-73.89910999999999 40.82716)
16995,55522546265,Douglas,Bronx,40.82412,-73.90266,224.0,45.0,0.0,POINT (-73.90266 40.82412)
16997,30819720968,Maris,Bronx,40.86048,-73.91181,262.0,52.0,0.0,POINT (-73.91181 40.86048)
17042,10535751817,Sheena,Bronx,40.82162,-73.92698,305.0,61.0,0.0,POINT (-73.92698 40.82162)
17303,45825666767,Kathryn,Bronx,40.89984,-73.86902,163.0,33.0,43.0,POINT (-73.86902000000001 40.89984)
17346,65875003776,Eduardo,Bronx,40.85859,-73.89571,945.0,189.0,9.0,POINT (-73.89570999999999 40.85859)
17364,22341604851,Victor,Bronx,40.82296,-73.91429,556.0,111.0,2.0,POINT (-73.91428999999999 40.82296)
17398,55252076482,Brian,Bronx,40.8355,-73.83729,876.0,175.0,118.0,POINT (-73.83729 40.8355)
17494,1622616056,Tmc,Bronx,40.82948,-73.92364,978.0,196.0,0.0,POINT (-73.92364000000001 40.82948)
17630,84146132005,Vernise,Bronx,40.86066,-73.85414,1195.0,239.0,8.0,POINT (-73.85414 40.86066)
17634,498588102,Donald,Bronx,40.8947,-73.85601,765.0,153.0,63.0,POINT (-73.85601 40.8947)
17736,76422032388,Lou,Bronx,40.83736,-73.92318,986.0,197.0,14.0,POINT (-73.92318 40.83736)
17808,12454696324,Aurora,Bronx,40.86853,-73.88301,882.0,176.0,7.0,POINT (-73.88301 40.86853)
17931,78472440125,Fahmida,Bronx,40.88393,-73.90639,770.0,154.0,14.0,POINT (-73.90639 40.88393)
18056,43212578669,Amadeus,Bronx,40.82148,-73.89122,386.0,77.0,8.0,POINT (-73.89122 40.82148)
18177,88011296200,Joann,Bronx,40.84166,-73.86818,407.0,81.0,0.0,POINT (-73.86818 40.84166)
18204,68131397893,Maria,Bronx,40.84277,-73.92588,436.0,87.0,40.0,POINT (-73.92588000000001 40.84277)
18244,32215687482,Francisca,Bronx,40.81998,-73.90325,714.0,143.0,110.0,POINT (-73.90325 40.81998)
18284,80025363014,Chondra,Bronx,40.81587,-73.81532,915.0,183.0,28.0,POINT (-73.81532 40.81587)
18294,87043322507,Liza,Bronx,40.80779,-73.93095,99.0,20.0,7.0,POINT (-73.93095 40.80779)
